Freq.	V(y)/V(x)
1.24929978911874e+01	(7.14182994643672e+01dB,9.10618336787491e+01°)
1.25892541179417e+01	(7.13516590481434e+01dB,9.10697333895457e+01°)
1.26862519810326e+01	(7.12850190377696e+01dB,9.10776960955639e+01°)
1.27839971946303e+01	(7.12183794395266e+01dB,9.10857222654530e+01°)
1.28824955169314e+01	(7.11517402597937e+01dB,9.10938123710623e+01°)
1.29817527504985e+01	(7.10851015050458e+01dB,9.11019668889193e+01°)
1.30817747426020e+01	(7.10184631818608e+01dB,9.11101862985309e+01°)
1.31825673855641e+01	(7.09518252969163e+01dB,9.11184710837561e+01°)
1.32841366171065e+01	(7.08851878569947e+01dB,9.11268217317666e+01°)
1.33864884207000e+01	(7.08185508689819e+01dB,9.11352387341848e+01°)
1.34896288259166e+01	(7.07519143398717e+01dB,9.11437225858560e+01°)
1.35935639087853e+01	(7.06852782767645e+01dB,9.11522737862530e+01°)
1.36982997921497e+01	(7.06186426868713e+01dB,9.11608928383642e+01°)
1.38038426460289e+01	(7.05520075775149e+01dB,9.11695802492046e+01°)
1.39101986879806e+01	(7.04853729561309e+01dB,9.11783365298027e+01°)
1.40173741834677e+01	(7.04187388302689e+01dB,9.11871621955964e+01°)
1.41253754462276e+01	(7.03521052075976e+01dB,9.11960577653951e+01°)
1.42342088386435e+01	(7.02854720959019e+01dB,9.12050237627445e+01°)
1.43438807721197e+01	(7.02188395030886e+01dB,9.12140607149691e+01°)
1.44543977074593e+01	(7.01522074371859e+01dB,9.12231691537176e+01°)
1.45657661552446e+01	(7.00855759063468e+01dB,9.12323496146379e+01°)
1.46779926762207e+01	(7.00189449188495e+01dB,9.12416026379602e+01°)
1.47910838816821e+01	(6.99523144831008e+01dB,9.12509287678798e+01°)
1.49050464338620e+01	(6.98856846076378e+01dB,9.12603285528873e+01°)
1.50198870463249e+01	(6.98190553011288e+01dB,9.12698025458534e+01°)
1.51356124843621e+01	(6.97524265723769e+01dB,9.12793513039979e+01°)
1.52522295653902e+01	(6.96857984303207e+01dB,9.12889753889822e+01°)
1.53697451593528e+01	(6.96191708840374e+01dB,9.12986753667717e+01°)
1.54881661891249e+01	(6.95525439427444e+01dB,9.13084518078912e+01°)
1.56074996309212e+01	(6.94859176158012e+01dB,9.13183052873892e+01°)
1.57277525147067e+01	(6.94192919127135e+01dB,9.13282363844504e+01°)
1.58489319246112e+01	(6.93526668431323e+01dB,9.13382456832818e+01°)
1.59710449993461e+01	(6.92860424168583e+01dB,9.13483337725900e+01°)
1.60940989326254e+01	(6.92194186438448e+01dB,9.13585012453262e+01°)
1.62181009735894e+01	(6.91527955341972e+01dB,9.13687486996496e+01°)
1.63430584272314e+01	(6.90861730981792e+01dB,9.13790767378409e+01°)
1.64689786548288e+01	(6.90195513462110e+01dB,9.13894859674418e+01°)
1.65958690743757e+01	(6.89529302888761e+01dB,9.13999770002417e+01°)
1.67237371610209e+01	(6.88863099369198e+01dB,9.14105504532944e+01°)
1.68525904475076e+01	(6.88196903012551e+01dB,9.14212069480649e+01°)
1.69824365246175e+01	(6.87530713929629e+01dB,9.14319471110980e+01°)
1.71132830416179e+01	(6.86864532232951e+01dB,9.14427715739662e+01°)
1.72451377067121e+01	(6.86198358036786e+01dB,9.14536809728958e+01°)
1.73780082874938e+01	(6.85532191457167e+01dB,9.14646759491433e+01°)
1.75119026114047e+01	(6.84866032611912e+01dB,9.14757571492709e+01°)
1.76468285661951e+01	(6.84199881620673e+01dB,9.14869252244720e+01°)
1.77827941003893e+01	(6.83533738604948e+01dB,9.14981808312744e+01°)
1.79198072237534e+01	(6.82867603688115e+01dB,9.15095246311891e+01°)
1.80578760077673e+01	(6.82201476995451e+01dB,9.15209572911286e+01°)
1.81970085860999e+01	(6.81535358654189e+01dB,9.15324794827975e+01°)
1.83372131550889e+01	(6.80869248793505e+01dB,9.15440918837079e+01°)
1.84784979742230e+01	(6.80203147544593e+01dB,9.15557951761144e+01°)
1.86208713666288e+01	(6.79537055040671e+01dB,9.15675900477765e+01°)
1.87643417195610e+01	(6.78870971417005e+01dB,9.15794771920220e+01°)
1.89089174848965e+01	(6.78204896810971e+01dB,9.15914573071661e+01°)
1.90546071796326e+01	(6.77538831362057e+01dB,9.16035310972887e+01°)
1.92014193863881e+01	(6.76872775211909e+01dB,9.16156992718821e+01°)
1.93493627539096e+01	(6.76206728504371e+01dB,9.16279625458022e+01°)
1.94984459975806e+01	(6.75540691385502e+01dB,9.16403216396749e+01°)
1.96486778999348e+01	(6.74874664003623e+01dB,9.16527772796641e+01°)
1.98000673111740e+01	(6.74208646509357e+01dB,9.16653301972923e+01°)
1.99526231496889e+01	(6.73542639055641e+01dB,9.16779811302744e+01°)
2.01063544025850e+01	(6.72876641797789e+01dB,9.16907308216332e+01°)
2.02612701262116e+01	(6.72210654893508e+01dB,9.17035800204277e+01°)
2.04173794466954e+01	(6.71544678502948e+01dB,9.17165294814167e+01°)
2.05746915604785e+01	(6.70878712788741e+01dB,9.17295799650780e+01°)
2.07332157348597e+01	(6.70212757916025e+01dB,9.17427322380510e+01°)
2.08929613085405e+01	(6.69546814052493e+01dB,9.17559870728039e+01°)
2.10539376921756e+01	(6.68880881368439e+01dB,9.17693452476627e+01°)
2.12161543689270e+01	(6.68214960036777e+01dB,9.17828075472382e+01°)
2.13796208950225e+01	(6.67549050233112e+01dB,9.17963747619291e+01°)
2.15443469003190e+01	(6.66883152135741e+01dB,9.18100476886642e+01°)
2.17103420888697e+01	(6.66217265925743e+01dB,9.18238271300652e+01°)
2.18776162394957e+01	(6.65551391786982e+01dB,9.18377138952649e+01°)
2.20461792063620e+01	(6.64885529906174e+01dB,9.18517087995004e+01°)
2.22160409195583e+01	(6.64219680472908e+01dB,9.18658126645584e+01°)
2.23872113856835e+01	(6.63553843679721e+01dB,9.18800263182936e+01°)
2.25597006884359e+01	(6.62888019722119e+01dB,9.18943505950681e+01°)
2.27335189892065e+01	(6.62222208798633e+01dB,9.19087863357343e+01°)
2.29086765276779e+01	(6.61556411110857e+01dB,9.19233343877524e+01°)
2.30851836224278e+01	(6.60890626863517e+01dB,9.19379956047706e+01°)
2.32630506715364e+01	(6.60224856264490e+01dB,9.19527708473858e+01°)
2.34422881531994e+01	(6.59559099524874e+01dB,9.19676609826885e+01°)
2.36229066263448e+01	(6.58893356859035e+01dB,9.19826668843836e+01°)
2.38049167312553e+01	(6.58227628484645e+01dB,9.19977894330962e+01°)
2.39883291901951e+01	(6.57561914622750e+01dB,9.20130295160745e+01°)
2.41731548080412e+01	(6.56896215497804e+01dB,9.20283880275835e+01°)
2.43594044729205e+01	(6.56230531337743e+01dB,9.20438658685789e+01°)
2.45470891568505e+01	(6.55564862374019e+01dB,9.20594639471215e+01°)
2.47362199163864e+01	(6.54899208841668e+01dB,9.20751831781773e+01°)
2.49268078932720e+01	(6.54233570979360e+01dB,9.20910244837730e+01°)
2.51188643150960e+01	(6.53567949029449e+01dB,9.21069887930865e+01°)
2.53124004959538e+01	(6.52902343238040e+01dB,9.21230770424423e+01°)
2.55074278371138e+01	(6.52236753855048e+01dB,9.21392901752376e+01°)
2.57039578276888e+01	(6.51571181134249e+01dB,9.21556291422756e+01°)
2.59020020453134e+01	(6.50905625333334e+01dB,9.21720949017072e+01°)
2.61015721568256e+01	(6.50240086713998e+01dB,9.21886884187828e+01°)
2.63026799189540e+01	(6.49574565541960e+01dB,9.22054106665263e+01°)
2.65053371790110e+01	(6.48909062087066e+01dB,9.22222626251384e+01°)
2.67095558755901e+01	(6.48243576623323e+01dB,9.22392452825457e+01°)
2.69153480392694e+01	(6.47578109428975e+01dB,9.22563596342086e+01°)
2.71227257933205e+01	(6.46912660786578e+01dB,9.22736066830674e+01°)
2.73317013544226e+01	(6.46247230983045e+01dB,9.22909874400528e+01°)
2.75422870333819e+01	(6.45581820309730e+01dB,9.23085029236134e+01°)
2.77544952358573e+01	(6.44916429062491e+01dB,9.23261541601593e+01°)
2.79683384630910e+01	(6.44251057541756e+01dB,9.23439421839319e+01°)
2.81838293126448e+01	(6.43585706052612e+01dB,9.23618680369502e+01°)
2.84009804791424e+01	(6.42920374904847e+01dB,9.23799327694148e+01°)
2.86198047550173e+01	(6.42255064413047e+01dB,9.23981374394695e+01°)
2.88403150312663e+01	(6.41589774896656e+01dB,9.24164831134621e+01°)
2.90625242982089e+01	(6.40924506680061e+01dB,9.24349708657820e+01°)
2.92864456462526e+01	(6.40259260092667e+01dB,9.24536017790443e+01°)
2.95120922666641e+01	(6.39594035468959e+01dB,9.24723769443305e+01°)
2.97394774523463e+01	(6.38928833148613e+01dB,9.24912974607671e+01°)
2.99686145986215e+01	(6.38263653476538e+01dB,9.25103644361533e+01°)
3.01995172040204e+01	(6.37598496802984e+01dB,9.25295789866158e+01°)
3.04321988710775e+01	(6.36933363483616e+01dB,9.25489422368351e+01°)
3.06666733071321e+01	(6.36268253879590e+01dB,9.25684553201700e+01°)
3.09029543251362e+01	(6.35603168357653e+01dB,9.25881193785102e+01°)
3.11410558444679e+01	(6.34938107290226e+01dB,9.26079355624337e+01°)
3.13809918917516e+01	(6.34273071055475e+01dB,9.26279050314620e+01°)
3.16227766016841e+01	(6.33608060037416e+01dB,9.26480289538664e+01°)
3.18664242178676e+01	(6.32943074626002e+01dB,9.26683085068842e+01°)
3.21119490936485e+01	(6.32278115217222e+01dB,9.26887448765564e+01°)
3.23593656929631e+01	(6.31613182213171e+01dB,9.27093392582335e+01°)
3.26086885911897e+01	(6.30948276022178e+01dB,9.27300928560959e+01°)
3.28599324760069e+01	(6.30283397058868e+01dB,9.27510068836776e+01°)
3.31131121482594e+01	(6.29618545744283e+01dB,9.27720825637323e+01°)
3.33682425228298e+01	(6.28953722505971e+01dB,9.27933211282815e+01°)
3.36253386295166e+01	(6.28288927778089e+01dB,9.28147238187123e+01°)
3.38844156139206e+01	(6.27624162001507e+01dB,9.28362918858874e+01°)
3.41454887383364e+01	(6.26959425623909e+01dB,9.28580265901354e+01°)
3.44085733826517e+01	(6.26294719099899e+01dB,9.28799292014031e+01°)
3.46736850452535e+01	(6.25630042891107e+01dB,9.29020009992619e+01°)
3.49408393439410e+01	(6.24965397466297e+01dB,9.29242432730384e+01°)
3.52100520168456e+01	(6.24300783301482e+01dB,9.29466573217763e+01°)
3.54813389233579e+01	(6.23636200880030e+01dB,9.29692444544303e+01°)
3.57547160450625e+01	(6.22971650692780e+01dB,9.29920059899314e+01°)
3.60301994866789e+01	(6.22307133238160e+01dB,9.30149432570733e+01°)
3.63078054770105e+01	(6.21642649022294e+01dB,9.30380575948960e+01°)
3.65875503699007e+01	(6.20978198559142e+01dB,9.30613503524093e+01°)
3.68694506451962e+01	(6.20313782370597e+01dB,9.30848228889412e+01°)
3.71535229097177e+01	(6.19649400986618e+01dB,9.31084765741550e+01°)
3.74397838982385e+01	(6.18985054945362e+01dB,9.31323127879488e+01°)
3.77282504744704e+01	(6.18320744793294e+01dB,9.31563329207858e+01°)
3.80189396320565e+01	(6.17656471085332e+01dB,9.31805383735514e+01°)
3.83118684955733e+01	(6.16992234384966e+01dB,9.32049305577890e+01°)
3.86070543215386e+01	(6.16328035264392e+01dB,9.32295108956877e+01°)
3.89045144994285e+01	(6.15663874304656e+01dB,9.32542808201253e+01°)
3.92042665527020e+01	(6.14999752095780e+01dB,9.32792417748444e+01°)
3.95063281398328e+01	(6.14335669236906e+01dB,9.33043952144334e+01°)
3.98107170553502e+01	(6.13671626336421e+01dB,9.33297426046123e+01°)
4.01174512308867e+01	(6.13007624012133e+01dB,9.33552854219516e+01°)
4.04265487362349e+01	(6.12343662891389e+01dB,9.33810251542172e+01°)
4.07380277804118e+01	(6.11679743611225e+01dB,9.34069633004296e+01°)
4.10519067127313e+01	(6.11015866818532e+01dB,9.34331013708097e+01°)
4.13682040238856e+01	(6.10352033170184e+01dB,9.34594408870330e+01°)
4.16869383470340e+01	(6.09688243333211e+01dB,9.34859833822066e+01°)
4.20081284589012e+01	(6.09024497984956e+01dB,9.35127304008440e+01°)
4.23317932808826e+01	(6.08360797813215e+01dB,9.35396834992438e+01°)
4.26579518801598e+01	(6.07697143516424e+01dB,9.35668442452434e+01°)
4.29866234708233e+01	(6.07033535803800e+01dB,9.35942142185445e+01°)
4.33178274150047e+01	(6.06369975395524e+01dB,9.36217950106514e+01°)
4.36515832240171e+01	(6.05706463022898e+01dB,9.36495882250708e+01°)
4.39879105595049e+01	(6.05042999428535e+01dB,9.36775954771955e+01°)
4.43268292346014e+01	(6.04379585366510e+01dB,9.37058183946221e+01°)
4.46683592150969e+01	(6.03716221602547e+01dB,9.37342586171505e+01°)
4.50125206206139e+01	(6.03052908914207e+01dB,9.37629177967909e+01°)
4.53593337257933e+01	(6.02389648091066e+01dB,9.37917975978686e+01°)
4.57088189614881e+01	(6.01726439934877e+01dB,9.38208996973511e+01°)
4.60609969159672e+01	(6.01063285259811e+01dB,9.38502257844465e+01°)
4.64158883361284e+01	(6.00400184892591e+01dB,9.38797775611824e+01°)
4.67735141287204e+01	(5.99737139672715e+01dB,9.39095567422622e+01°)
4.71338953615747e+01	(5.99074150452660e+01dB,9.39395650550894e+01°)
4.74970532648462e+01	(5.98411218098063e+01dB,9.39698042399761e+01°)
4.78630092322645e+01	(5.97748343487928e+01dB,9.40002760502916e+01°)
4.82317848223937e+01	(5.97085527514848e+01dB,9.40309822523003e+01°)
4.86034017599028e+01	(5.96422771085194e+01dB,9.40619246255232e+01°)
4.89778819368453e+01	(5.95760075119339e+01dB,9.40931049626749e+01°)
4.93552474139487e+01	(5.95097440551875e+01dB,9.41245250697323e+01°)
4.97355204219146e+01	(5.94434868331821e+01dB,9.41561867661877e+01°)
5.01187233627279e+01	(5.93772359422859e+01dB,9.41880918849798e+01°)
5.05048788109766e+01	(5.93109914803557e+01dB,9.42202422725933e+01°)
5.08940095151816e+01	(5.92447535467584e+01dB,9.42526397893199e+01°)
5.12861383991372e+01	(5.91785222423964e+01dB,9.42852863091090e+01°)
5.16812885632611e+01	(5.91122976697305e+01dB,9.43181837197886e+01°)
5.20794832859554e+01	(5.90460799328034e+01dB,9.43513339231972e+01°)
5.24807460249780e+01	(5.89798691372644e+01dB,9.43847388352023e+01°)
5.28851004188245e+01	(5.89136653903945e+01dB,9.44184003857921e+01°)
5.32925702881208e+01	(5.88474688011308e+01dB,9.44523205192464e+01°)
5.37031796370260e+01	(5.87812794800929e+01dB,9.44865011941499e+01°)
5.41169526546471e+01	(5.87150975396087e+01dB,9.45209443834600e+01°)
5.45339137164635e+01	(5.86489230937395e+01dB,9.45556520747989e+01°)
5.49540873857632e+01	(5.85827562583085e+01dB,9.45906262702783e+01°)
5.53774984150898e+01	(5.85165971509276e+01dB,9.46258689867162e+01°)
5.58041717477005e+01	(5.84504458910230e+01dB,9.46613822558698e+01°)
5.62341325190357e+01	(5.83843025998665e+01dB,9.46971681242337e+01°)
5.66674060582000e+01	(5.83181674005998e+01dB,9.47332286534943e+01°)
5.71040178894535e+01	(5.82520404182677e+01dB,9.47695659202826e+01°)
5.75439937337165e+01	(5.81859217798443e+01dB,9.48061820165014e+01°)
5.79873595100840e+01	(5.81198116142648e+01dB,9.48430790492526e+01°)
5.84341413373526e+01	(5.80537100524522e+01dB,9.48802591412523e+01°)
5.88843655355598e+01	(5.79876172273541e+01dB,9.49177244304144e+01°)
5.93380586275337e+01	(5.79215332739666e+01dB,9.49554770704732e+01°)
5.97952473404561e+01	(5.78554583293711e+01dB,9.49935192307831e+01°)
6.02559586074367e+01	(5.77893925327650e+01dB,9.50318530964237e+01°)
6.07202195690998e+01	(5.77233360254937e+01dB,9.50704808684189e+01°)
6.11880575751831e+01	(5.76572889510834e+01dB,9.51094047637930e+01°)
6.16595001861492e+01	(5.75912514552761e+01dB,9.51486270156213e+01°)
6.21345751748085e+01	(5.75252236860627e+01dB,9.51881498731646e+01°)
6.26133105279562e+01	(5.74592057937175e+01dB,9.52279756019997e+01°)
6.30957344480203e+01	(5.73931979308336e+01dB,9.52681064841073e+01°)
6.35818753547233e+01	(5.73272002523595e+01dB,9.53085448178778e+01°)
6.40717618867564e+01	(5.72612129156338e+01dB,9.53492929183581e+01°)
6.45654229034666e+01	(5.71952360804224e+01dB,9.53903531173049e+01°)
6.50628874865567e+01	(5.71292699089575e+01dB,9.54317277631633e+01°)
6.55641849417989e+01	(5.70633145659730e+01dB,9.54734192213869e+01°)
6.60693448007606e+01	(5.69973702187447e+01dB,9.55154298743570e+01°)
6.65783968225447e+01	(5.69314370371290e+01dB,9.55577621215753e+01°)
6.70913709955422e+01	(5.68655151936014e+01dB,9.56004183797984e+01°)
6.76082975391993e+01	(5.67996048633010e+01dB,9.56434010829051e+01°)
6.81292069057972e+01	(5.67337062240646e+01dB,9.56867126824141e+01°)
6.86541297822466e+01	(5.66678194564741e+01dB,9.57303556472105e+01°)
6.91830970918948e+01	(5.66019447438971e+01dB,9.57743324637657e+01°)
6.97161399963479e+01	(5.65360822725280e+01dB,9.58186456363573e+01°)
7.02532898973064e+01	(5.64702322314333e+01dB,9.58632976870009e+01°)
7.07945784384149e+01	(5.64043948125953e+01dB,9.59082911556717e+01°)
7.13400375071268e+01	(5.63385702109568e+01dB,9.59536286003258e+01°)
7.18896992365819e+01	(5.62727586244665e+01dB,9.59993125970876e+01°)
7.24435960075002e+01	(5.62069602541255e+01dB,9.60453457402660e+01°)
7.30017604500890e+01	(5.61411753040344e+01dB,9.60917306424817e+01°)
7.35642254459654e+01	(5.60754039814401e+01dB,9.61384699348436e+01°)
7.41310241300930e+01	(5.60096464967852e+01dB,9.61855662669307e+01°)
7.47021898927344e+01	(5.59439030637566e+01dB,9.62330223069722e+01°)
7.52777563814179e+01	(5.58781738993351e+01dB,9.62808407419196e+01°)
7.58577575029197e+01	(5.58124592238462e+01dB,9.63290242776051e+01°)
7.64422274252613e+01	(5.57467592610122e+01dB,9.63775756387206e+01°)
7.70312005797228e+01	(5.56810742380024e+01dB,9.64264975691252e+01°)
7.76247116628705e+01	(5.56154043854896e+01dB,9.64757928316268e+01°)
7.82227956386016e+01	(5.55497499376999e+01dB,9.65254642084259e+01°)
7.88254877402035e+01	(5.54841111324694e+01dB,9.65755145010404e+01°)
7.94328234724295e+01	(5.54184882113005e+01dB,9.66259465303459e+01°)
8.00448386135906e+01	(5.53528814194150e+01dB,9.66767631368725e+01°)
8.06615692176628e+01	(5.52872910058151e+01dB,9.67279671806968e+01°)
8.12830516164114e+01	(5.52217172233389e+01dB,9.67795615416839e+01°)
8.19093224215312e+01	(5.51561603287200e+01dB,9.68315491195040e+01°)
8.25404185268033e+01	(5.50906205826465e+01dB,9.68839328338184e+01°)
8.31763771102686e+01	(5.50250982498235e+01dB,9.69367156242785e+01°)
8.38172356364177e+01	(5.49595935990340e+01dB,9.69899004506318e+01°)
8.44630318583984e+01	(5.48941069031989e+01dB,9.70434902929732e+01°)
8.51138038202392e+01	(5.48286384394456e+01dB,9.70974881515869e+01°)
8.57695898590910e+01	(5.47631884891678e+01dB,9.71518970472605e+01°)
8.64304286074852e+01	(5.46977573380933e+01dB,9.72067200212846e+01°)
8.70963589956096e+01	(5.46323452763507e+01dB,9.72619601354904e+01°)
8.77674202536022e+01	(5.45669525985342e+01dB,9.73176204725621e+01°)
8.84436519138616e+01	(5.45015796037765e+01dB,9.73737041358062e+01°)
8.91250938133762e+01	(5.44362265958142e+01dB,9.74302142495389e+01°)
8.98117860960711e+01	(5.43708938830607e+01dB,9.74871539589972e+01°)
9.05037692151729e+01	(5.43055817786769e+01dB,9.75445264305281e+01°)
9.12010839355926e+01	(5.42402906006453e+01dB,9.76023348515865e+01°)
9.19037713363277e+01	(5.41750206718423e+01dB,9.76605824308860e+01°)
9.26118728128811e+01	(5.41097723201132e+01dB,9.77192723985351e+01°)
9.33254300797009e+01	(5.40445458783496e+01dB,9.77784080060066e+01°)
9.40444851726369e+01	(5.39793416845665e+01dB,9.78379925262811e+01°)
9.47690804514177e+01	(5.39141600819799e+01dB,9.78980292539248e+01°)
9.54992586021454e+01	(5.38490014190862e+01dB,9.79585215052203e+01°)
9.62350626398107e+01	(5.37838660497447e+01dB,9.80194726181724e+01°)
9.69765359108268e+01	(5.37187543332580e+01dB,9.80808859526439e+01°)
9.77237220955830e+01	(5.36536666344573e+01dB,9.81427648903555e+01°)
9.84766652110177e+01	(5.35886033237844e+01dB,9.82051128350893e+01°)
9.92354096132120e+01	(5.35235647773793e+01dB,9.82679332126776e+01°)
1.00000000000002e+02	(5.34585513771671e+01dB,9.83312294711034e+01°)
1.00770481413612e+02	(5.33935635109478e+01dB,9.83950050805015e+01°)
1.01546899243310e+02	(5.33286015724824e+01dB,9.84592635334116e+01°)
1.02329299228077e+02	(5.32636659615885e+01dB,9.85240083446383e+01°)
1.03117727459308e+02	(5.31987570842302e+01dB,9.85892430514550e+01°)
1.03912230383519e+02	(5.31338753526130e+01dB,9.86549712136131e+01°)
1.04712854805092e+02	(5.30690211852789e+01dB,9.87211964134468e+01°)
1.05519647889026e+02	(5.30041950072037e+01dB,9.87879222558962e+01°)
1.06332657163718e+02	(5.29393972498956e+01dB,9.88551523685545e+01°)
1.07151930523763e+02	(5.28746283514934e+01dB,9.89228904018189e+01°)
1.07977516232773e+02	(5.28098887568696e+01dB,9.89911400288400e+01°)
1.08809462926225e+02	(5.27451789177327e+01dB,9.90599049456392e+01°)
1.09647819614321e+02	(5.26804992927319e+01dB,9.91291888711164e+01°)
1.10492635684878e+02	(5.26158503475620e+01dB,9.91989955471640e+01°)
1.11343960906238e+02	(5.25512325550722e+01dB,9.92693287386524e+01°)
1.12201845430199e+02	(5.24866463953754e+01dB,9.93401922334936e+01°)
1.13066339794966e+02	(5.24220923559581e+01dB,9.94115898426937e+01°)
1.13937494928136e+02	(5.23575709317933e+01dB,9.94835254004044e+01°)
1.14815362149691e+02	(5.22930826254565e+01dB,9.95560027638873e+01°)
1.15699993175023e+02	(5.22286279472378e+01dB,9.96290258136871e+01°)
1.16591440117986e+02	(5.21642074152638e+01dB,9.97025984535037e+01°)
1.17489755493955e+02	(5.20998215556155e+01dB,9.97767246103120e+01°)
1.18394992222933e+02	(5.20354709024482e+01dB,9.98514082343961e+01°)
1.19307203632656e+02	(5.19711559981170e+01dB,9.99266532993123e+01°)
1.20226443461744e+02	(5.19068773933004e+01dB,1.00002463801955e+02°)
1.21152765862861e+02	(5.18426356471277e+01dB,1.00078843762557e+02°)
1.22086225405910e+02	(5.17784313273080e+01dB,1.00155797224671e+02°)
1.23026877081241e+02	(5.17142650102601e+01dB,1.00233328255243e+02°)
1.23974776302897e+02	(5.16501372812465e+01dB,1.00311440944563e+02°)
1.24929978911876e+02	(5.15860487345075e+01dB,1.00390139406259e+02°)
1.25892541179419e+02	(5.15219999733972e+01dB,1.00469427777355e+02°)
1.26862519810329e+02	(5.14579916105241e+01dB,1.00549310218192e+02°)
1.27839971946305e+02	(5.13940242678901e+01dB,1.00629790912466e+02°)
1.28824955169316e+02	(5.13300985770356e+01dB,1.00710874067169e+02°)
1.29817527504988e+02	(5.12662151791829e+01dB,1.00792563912614e+02°)
1.30817747426022e+02	(5.12023747253838e+01dB,1.00874864702400e+02°)
1.31825673855644e+02	(5.11385778766722e+01dB,1.00957780713296e+02°)
1.32841366171068e+02	(5.10748253042097e+01dB,1.01041316245401e+02°)
1.33864884207002e+02	(5.10111176894475e+01dB,1.01125475621858e+02°)
1.34896288259168e+02	(5.09474557242763e+01dB,1.01210263189022e+02°)
1.35935639087856e+02	(5.08838401111887e+01dB,1.01295683316293e+02°)
1.36982997921500e+02	(5.08202715634407e+01dB,1.01381740396057e+02°)
1.38038426460292e+02	(5.07567508052122e+01dB,1.01468438843727e+02°)
1.39101986879808e+02	(5.06932785717768e+01dB,1.01555783097555e+02°)
1.40173741834680e+02	(5.06298556096685e+01dB,1.01643777618625e+02°)
1.41253754462279e+02	(5.05664826768520e+01dB,1.01732426890789e+02°)
1.42342088386437e+02	(5.05031605428998e+01dB,1.01821735420513e+02°)
1.43438807721200e+02	(5.04398899891642e+01dB,1.01911707736871e+02°)
1.44543977074596e+02	(5.03766718089609e+01dB,1.02002348391361e+02°)
1.45657661552449e+02	(5.03135068077461e+01dB,1.02093661957910e+02°)
1.46779926762210e+02	(5.02503958033047e+01dB,1.02185653032644e+02°)
1.47910838816824e+02	(5.01873396259355e+01dB,1.02278326233872e+02°)
1.49050464338623e+02	(5.01243391186420e+01dB,1.02371686201888e+02°)
1.50198870463252e+02	(5.00613951373249e+01dB,1.02465737598898e+02°)
1.51356124843624e+02	(4.99985085509788e+01dB,1.02560485108819e+02°)
1.52522295653905e+02	(4.99356802418892e+01dB,1.02655933437221e+02°)
1.53697451593531e+02	(4.98729111058372e+01dB,1.02752087311045e+02°)
1.54881661891252e+02	(4.98102020523010e+01dB,1.02848951478579e+02°)
1.56074996309215e+02	(4.97475540046657e+01dB,1.02946530709199e+02°)
1.57277525147070e+02	(4.96849679004338e+01dB,1.03044829793227e+02°)
1.58489319246115e+02	(4.96224446914404e+01dB,1.03143853541698e+02°)
1.59710449993464e+02	(4.95599853440692e+01dB,1.03243606786230e+02°)
1.60940989326257e+02	(4.94975908394736e+01dB,1.03344094378779e+02°)
1.62181009735897e+02	(4.94352621738019e+01dB,1.03445321191412e+02°)
1.63430584272318e+02	(4.93730003584231e+01dB,1.03547292116118e+02°)
1.64689786548291e+02	(4.93108064201587e+01dB,1.03650012064550e+02°)
1.65958690743760e+02	(4.92486814015167e+01dB,1.03753485967806e+02°)
